float,row_key,quantity,value_paper,digits
supplementary_table_1,Trump support | 50 to 60 | Unadjusted,t,0.640,3
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,ci_lower,-0.009,3
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,ci_upper,0.001,3
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,df,512626,0
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,estimate,-0.004,3
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,p_value,0.140,3
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,se,0.003,3
supplementary_table_1,Trump support | 60 to 70 | Full adjustment set,t,-1.477,3
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,ci_lower,-0.008,3
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,ci_upper,0.001,3
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,df,512655,0
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,estimate,-0.003,3
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,p_value,0.170,3
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,se,0.003,3
supplementary_table_1,Trump support | 60 to 70 | PAP adjustment set,t,-1.373,3
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,ci_lower,-0.010,3
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,ci_upper,0.001,3
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,df,512658,0
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,estimate,-0.004,3
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,p_value,0.146,3
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,se,0.003,3
supplementary_table_1,Trump support | 60 to 70 | Unadjusted,t,-1.454,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,ci_lower,-0.017,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,ci_upper,-0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,df,1035542,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,estimate,-0.011,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,p_value,0.002,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Full adjustment set,t,-3.151,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,ci_lower,-0.017,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,ci_upper,-0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,df,1035571,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,estimate,-0.010,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,p_value,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | PAP adjustment set,t,-3.005,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,ci_lower,-0.017,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,ci_upper,-0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,df,1035574,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,estimate,-0.010,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,p_value,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted early in 2020 | Unadjusted,t,-3.002,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,ci_lower,-0.014,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,ci_upper,-0.001,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,df,1035542,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,estimate,-0.008,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,p_value,0.023,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Full adjustment set,t,-2.268,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,ci_lower,-0.014,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,ci_upper,0.000,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,df,1035571,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,estimate,-0.007,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,p_value,0.036,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | PAP adjustment set,t,-2.093,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,ci_lower,-0.015,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,ci_upper,0.000,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,df,1035574,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,estimate,-0.007,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,p_value,0.053,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,se,0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in 2020 | Unadjusted,t,-1.933,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,ci_lower,-0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,ci_upper,0.009,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,df,1035542,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,estimate,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,p_value,0.374,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Full adjustment set,t,0.890,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,ci_lower,-0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,ci_upper,0.010,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,df,1035571,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,estimate,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,p_value,0.356,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,se,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | PAP adjustment set,t,0.922,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,ci_lower,-0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,ci_upper,0.010,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,df,1035574,0
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,estimate,0.003,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,p_value,0.397,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,se,0.004,3
supplementary_table_2,Difference-in-CATEs TSS 60-70 versus TSS 30-40 | Voted in person in 2020 | Unadjusted,t,0.847,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,ci_lower,-0.049,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,ci_upper,-0.009,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,df,1999247,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,estimate,-0.029,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,p_value,0.005,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,se,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Full adjustment set,t,-2.840,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,ci_lower,-0.048,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,ci_upper,-0.008,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,df,1999276,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,estimate,-0.028,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,p_value,0.007,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,se,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | PAP adjustment set,t,-2.712,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,ci_lower,-0.049,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,ci_upper,-0.007,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,df,1999278,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,estimate,-0.028,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,p_value,0.009,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,se,0.011,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted early in 2020 | Unadjusted,t,-2.624,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,ci_lower,-0.040,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,ci_upper,0.000,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,df,1999247,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,estimate,-0.020,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,p_value,0.053,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,se,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Full adjustment set,t,-1.935,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,ci_lower,-0.039,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,ci_upper,0.001,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,df,1999276,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,estimate,-0.019,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,p_value,0.068,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,se,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | PAP adjustment set,t,-1.826,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,ci_lower,-0.041,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,ci_upper,0.005,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,df,1999278,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,estimate,-0.018,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,p_value,0.123,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,se,0.012,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in 2020 | Unadjusted,t,-1.542,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,ci_lower,-0.011,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,ci_upper,0.029,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,df,1999247,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,estimate,0.009,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,p_value,0.365,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,se,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Full adjustment set,t,0.907,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,ci_lower,-0.011,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,ci_upper,0.029,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,df,1999276,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,estimate,0.009,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,p_value,0.373,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,se,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | PAP adjustment set,t,0.892,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,ci_lower,-0.012,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,ci_upper,0.031,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,df,1999278,0
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,estimate,0.010,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,p_value,0.370,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,se,0.011,3
supplementary_table_2,Treatment*TSS interaction term from linear model | Voted in person in 2020 | Unadjusted,t,0.897,3
supplementary_table_3,Ideology score / 100,ci_lower,-0.001,3
supplementary_table_3,Ideology score / 100,ci_upper,0.001,3
supplementary_table_3,Ideology score / 100,df,1999280,0
supplementary_table_3,Ideology score / 100,estimate,0.000,3
supplementary_table_3,Ideology score / 100,p_value,0.944,3
supplementary_table_3,Ideology score / 100,p_value_bh,0.944,3
supplementary_table_3,Ideology score / 100,se,0.000,3
supplementary_table_3,Ideology score / 100,t,0.070,3
supplementary_table_3,Partisanship score / 100,ci_lower,-0.001,3
supplementary_table_3,Partisanship score / 100,ci_upper,0.002,3
supplementary_table_3,Partisanship score / 100,df,1999280,0
supplementary_table_3,Partisanship score / 100,estimate,0.000,3
supplementary_table_3,Partisanship score / 100,p_value,0.625,3
supplementary_table_3,Partisanship score / 100,p_value_bh,0.944,3
supplementary_table_3,Partisanship score / 100,se,0.001,3
supplementary_table_3,Partisanship score / 100,t,0.489,3
supplementary_table_3,Party: Democrat,ci_lower,-0.003,3
supplementary_table_3,Party: Democrat,ci_upper,0.001,3
supplementary_table_3,Party: Democrat,df,1999280,0
supplementary_table_3,Party: Democrat,estimate,-0.001,3
supplementary_table_3,Party: Democrat,p_value,0.226,3
supplementary_table_3,Party: Democrat,p_value_bh,0.810,3
supplementary_table_3,Party: Democrat,se,0.001,3
supplementary_table_3,Party: Democrat,t,-1.211,3
supplementary_table_3,Party: Other,ci_lower,-0.001,3
supplementary_table_3,Party: Other,ci_upper,0.003,3
supplementary_table_3,Party: Other,df,1999280,0
supplementary_table_3,Party: Other,estimate,0.001,3
supplementary_table_3,Party: Other,p_value,0.209,3
supplementary_table_3,Party: Other,p_value_bh,0.810,3
supplementary_table_3,Party: Other,se,0.001,3
supplementary_table_3,Party: Other,t,1.257,3
supplementary_table_3,Party: Republican,ci_lower,-0.001,3
supplementary_table_3,Party: Republican,ci_upper,0.001,3
supplementary_table_3,Party: Republican,df,1999280,0
supplementary_table_3,Party: Republican,estimate,0.000,3
supplementary_table_3,Party: Republican,p_value,0.679,3
supplementary_table_3,Party: Republican,p_value_bh,0.944,3
supplementary_table_3,Party: Republican,se,0.000,3
supplementary_table_3,Party: Republican,t,-0.414,3
supplementary_table_3,Party: Unknown,ci_lower,-0.002,3
supplementary_table_3,Party: Unknown,ci_upper,0.003,3
supplementary_table_3,Party: Unknown,df,1999280,0
supplementary_table_3,Party: Unknown,estimate,0.000,3
supplementary_table_3,Party: Unknown,p_value,0.927,3
supplementary_table_3,Party: Unknown,p_value_bh,0.944,3
supplementary_table_3,Party: Unknown,se,0.001,3
supplementary_table_3,Party: Unknown,t,0.091,3
supplementary_table_3,Trump support score / 100,ci_lower,-0.001,3
supplementary_table_3,Trump support score / 100,ci_upper,0.000,3
supplementary_table_3,Trump support score / 100,df,1999280,0
supplementary_table_3,Trump support score / 100,estimate,-0.001,3
supplementary_table_3,Trump support score / 100,p_value,0.024,3
supplementary_table_3,Trump support score / 100,p_value_bh,0.262,3
supplementary_table_3,Trump support score / 100,se,0.000,3
supplementary_table_3,Trump support score / 100,t,-2.260,3
supplementary_table_3,TSS: 30-40,ci_lower,-0.001,3
supplementary_table_3,TSS: 30-40,ci_upper,0.004,3
supplementary_table_3,TSS: 30-40,df,1999280,0
supplementary_table_3,TSS: 30-40,estimate,0.001,3
supplementary_table_3,TSS: 30-40,p_value,0.223,3
supplementary_table_3,TSS: 30-40,p_value_bh,0.810,3
supplementary_table_3,TSS: 30-40,se,0.001,3
supplementary_table_3,TSS: 30-40,t,1.219,3
supplementary_table_3,TSS: 40-50,ci_lower,-0.001,3
supplementary_table_3,TSS: 40-50,ci_upper,0.004,3
supplementary_table_3,TSS: 40-50,df,1999280,0
supplementary_table_3,TSS: 40-50,estimate,0.002,3
supplementary_table_3,TSS: 40-50,p_value,0.166,3
supplementary_table_3,TSS: 40-50,p_value_bh,0.810,3
supplementary_table_3,TSS: 40-50,se,0.001,3
supplementary_table_3,TSS: 40-50,t,1.385,3
supplementary_table_3,TSS: 50-60,ci_lower,-0.002,3
supplementary_table_3,TSS: 50-60,ci_upper,0.003,3
supplementary_table_3,TSS: 50-60,df,1999280,0
supplementary_table_3,TSS: 50-60,estimate,0.000,3
supplementary_table_3,TSS: 50-60,p_value,0.819,3
supplementary_table_3,TSS: 50-60,p_value_bh,0.944,3
supplementary_table_3,TSS: 50-60,se,0.001,3
supplementary_table_3,TSS: 50-60,t,0.229,3
supplementary_table_3,TSS: 60-70,ci_lower,-0.006,3
supplementary_table_3,TSS: 60-70,ci_upper,-0.001,3
supplementary_table_3,TSS: 60-70,df,1999280,0
supplementary_table_3,TSS: 60-70,estimate,-0.003,3
supplementary_table_3,TSS: 60-70,p_value,0.009,3
supplementary_table_3,TSS: 60-70,p_value_bh,0.200,3
supplementary_table_3,TSS: 60-70,se,0.001,3
supplementary_table_3,TSS: 60-70,t,-2.609,3
supplementary_table_3,Turnout score / 100,ci_lower,-0.001,3
supplementary_table_3,Turnout score / 100,ci_upper,0.002,3
supplementary_table_3,Turnout score / 100,df,1999280,0
supplementary_table_3,Turnout score / 100,estimate,0.000,3
supplementary_table_3,Turnout score / 100,p_value,0.480,3
supplementary_table_3,Turnout score / 100,p_value_bh,0.944,3
supplementary_table_3,Turnout score / 100,se,0.001,3
supplementary_table_3,Turnout score / 100,t,0.707,3
supplementary_table_3,Voted in 2000,ci_lower,-0.002,3
supplementary_table_3,Voted in 2000,ci_upper,0.002,3
supplementary_table_3,Voted in 2000,df,1999280,0
supplementary_table_3,Voted in 2000,estimate,0.000,3
supplementary_table_3,Voted in 2000,p_value,0.943,3
supplementary_table_3,Voted in 2000,p_value_bh,0.944,3
supplementary_table_3,Voted in 2000,se,0.001,3
supplementary_table_3,Voted in 2000,t,-0.072,3
supplementary_table_3,Voted in 2002,ci_lower,-0.001,3
supplementary_table_3,Voted in 2002,ci_upper,0.002,3
supplementary_table_3,Voted in 2002,df,1999280,0
supplementary_table_3,Voted in 2002,estimate,0.000,3
supplementary_table_3,Voted in 2002,p_value,0.767,3
supplementary_table_3,Voted in 2002,p_value_bh,0.944,3
supplementary_table_3,Voted in 2002,se,0.001,3
supplementary_table_3,Voted in 2002,t,0.296,3
supplementary_table_3,Voted in 2004,ci_lower,-0.002,3
supplementary_table_3,Voted in 2004,ci_upper,0.002,3
supplementary_table_3,Voted in 2004,df,1999280,0
supplementary_table_3,Voted in 2004,estimate,0.000,3
supplementary_table_3,Voted in 2004,p_value,0.872,3
supplementary_table_3,Voted in 2004,p_value_bh,0.944,3
supplementary_table_3,Voted in 2004,se,0.001,3
supplementary_table_3,Voted in 2004,t,0.161,3
supplementary_table_3,Voted in 2006,ci_lower,-0.002,3
supplementary_table_3,Voted in 2006,ci_upper,0.001,3
supplementary_table_3,Voted in 2006,df,1999280,0
supplementary_table_3,Voted in 2006,estimate,0.000,3
supplementary_table_3,Voted in 2006,p_value,0.829,3
supplementary_table_3,Voted in 2006,p_value_bh,0.944,3
supplementary_table_3,Voted in 2006,se,0.001,3
supplementary_table_3,Voted in 2006,t,-0.215,3
supplementary_table_3,Voted in 2008,ci_lower,-0.003,3
supplementary_table_3,Voted in 2008,ci_upper,0.001,3
supplementary_table_3,Voted in 2008,df,1999280,0
supplementary_table_3,Voted in 2008,estimate,-0.001,3
supplementary_table_3,Voted in 2008,p_value,0.447,3
supplementary_table_3,Voted in 2008,p_value_bh,0.944,3
supplementary_table_3,Voted in 2008,se,0.001,3
supplementary_table_3,Voted in 2008,t,-0.761,3
supplementary_table_3,Voted in 2010,ci_lower,-0.002,3
supplementary_table_3,Voted in 2010,ci_upper,0.001,3
supplementary_table_3,Voted in 2010,df,1999280,0
supplementary_table_3,Voted in 2010,estimate,-0.001,3
supplementary_table_3,Voted in 2010,p_value,0.490,3
supplementary_table_3,Voted in 2010,p_value_bh,0.944,3
supplementary_table_3,Voted in 2010,se,0.001,3
supplementary_table_3,Voted in 2010,t,-0.690,3
supplementary_table_3,Voted in 2012,ci_lower,-0.002,3
supplementary_table_3,Voted in 2012,ci_upper,0.003,3
supplementary_table_3,Voted in 2012,df,1999280,0
supplementary_table_3,Voted in 2012,estimate,0.000,3
supplementary_table_3,Voted in 2012,p_value,0.801,3
supplementary_table_3,Voted in 2012,p_value_bh,0.944,3
supplementary_table_3,Voted in 2012,se,0.001,3
supplementary_table_3,Voted in 2012,t,0.252,3
supplementary_table_3,Voted in 2014,ci_lower,-0.003,3
supplementary_table_3,Voted in 2014,ci_upper,0.001,3
supplementary_table_3,Voted in 2014,df,1999280,0
supplementary_table_3,Voted in 2014,estimate,-0.001,3
supplementary_table_3,Voted in 2014,p_value,0.258,3
supplementary_table_3,Voted in 2014,p_value_bh,0.810,3
supplementary_table_3,Voted in 2014,se,0.001,3
supplementary_table_3,Voted in 2014,t,-1.132,3
supplementary_table_3,Voted in 2016,ci_lower,-0.003,3
supplementary_table_3,Voted in 2016,ci_upper,0.002,3
supplementary_table_3,Voted in 2016,df,1999280,0
supplementary_table_3,Voted in 2016,estimate,0.000,3
supplementary_table_3,Voted in 2016,p_value,0.780,3
supplementary_table_3,Voted in 2016,p_value_bh,0.944,3
supplementary_table_3,Voted in 2016,se,0.001,3
supplementary_table_3,Voted in 2016,t,-0.279,3
supplementary_table_3,Voted in 2018,ci_lower,-0.001,3
supplementary_table_3,Voted in 2018,ci_upper,0.004,3
supplementary_table_3,Voted in 2018,df,1999280,0
supplementary_table_3,Voted in 2018,estimate,0.001,3
supplementary_table_3,Voted in 2018,p_value,0.378,3
supplementary_table_3,Voted in 2018,p_value_bh,0.944,3
supplementary_table_3,Voted in 2018,se,0.001,3
supplementary_table_3,Voted in 2018,t,0.881,3
