outcome,outcome_label,condition,tss_round,estimate,std.error,conf.low,conf.high,conf.high.clipped,df
voted_in_person_2020,Voted in person,treat,35,0.24568769114537173,0.002165639462815402,0.24144298618405832,0.24993239610668513,0.24993239610668513,39639
voted_in_person_2020,Voted in person,treat,36,0.24396950004619927,0.001960781111558145,0.24012634302292193,0.2478126570694766,0.2478126570694766,48122
voted_in_person_2020,Voted in person,treat,37,0.24741545928974812,0.002179726538312981,0.24314314228304743,0.25168777629644884,0.25168777629644884,39325
voted_in_person_2020,Voted in person,treat,38,0.24437127234096745,0.0019777983142939544,0.24049475981595056,0.24824778486598434,0.24824778486598434,47365
voted_in_person_2020,Voted in person,treat,39,0.24727298563837305,0.0022060538199080333,0.2429490634060285,0.2515969078707176,0.2515969078707176,38426
voted_in_person_2020,Voted in person,treat,40,0.24769803094439016,0.0020016218020137027,0.2437748224810561,0.2516212394077242,0.2516212394077242,46636
voted_in_person_2020,Voted in person,treat,41,0.25005463940635697,0.0022224346130242587,0.24569860931846862,0.2544106694942453,0.2544106694942453,38126
voted_in_person_2020,Voted in person,treat,42,0.24743312232400913,0.0020046813776975108,0.24350391672882848,0.2513623279191898,0.2513623279191898,46491
voted_in_person_2020,Voted in person,treat,43,0.24665906887928857,0.0022319049092577098,0.24228447430094904,0.25103366345762806,0.25103366345762806,37462
voted_in_person_2020,Voted in person,treat,44,0.2503797234862155,0.0020272972854917964,0.246406188912227,0.25435325806020403,0.25435325806020403,45844
voted_in_person_2020,Voted in person,treat,45,0.254944860652617,0.002268142710765301,0.2504992377443877,0.2593904835608463,0.2593904835608463,37139
voted_in_person_2020,Voted in person,treat,46,0.25141448709497716,0.0020447655779449432,0.24740671305837997,0.25542226113157435,0.25542226113157435,45273
voted_in_person_2020,Voted in person,treat,47,0.2567339504575786,0.0022846802647540454,0.25225591184155166,0.2612119890736055,0.2612119890736055,36726
voted_in_person_2020,Voted in person,treat,48,0.26008330299015014,0.0020807861912933573,0.2560049266621936,0.2641616793181067,0.2641616793181067,44740
voted_in_person_2020,Voted in person,treat,49,0.25930408059628046,0.0023075842725372316,0.2547811476503684,0.2638270135421925,0.2638270135421925,36283
voted_in_person_2020,Voted in person,treat,50,0.26305445565251673,0.0020844136293461887,0.25896896984133666,0.2671399414636968,0.2671399414636968,44885
voted_in_person_2020,Voted in person,treat,51,0.2599741861305285,0.0022778106075445263,0.2555096144761038,0.2644387577849531,0.2644387577849531,37293
voted_in_person_2020,Voted in person,treat,52,0.26379237925931615,0.00208561662149808,0.25970453575938857,0.2678802227592437,0.2678802227592437,44965
voted_in_person_2020,Voted in person,treat,53,0.2648106824930201,0.0023081251852146052,0.2602866914707325,0.26933467351530765,0.26933467351530765,36802
voted_in_person_2020,Voted in person,treat,54,0.2646540632630852,0.002083336615074806,0.26057068903278297,0.26873743749338747,0.26873743749338747,45137
voted_in_person_2020,Voted in person,treat,55,0.2702903891571694,0.002323293140398249,0.26573666854378875,0.27484410977055007,0.27484410977055007,36810
voted_in_person_2020,Voted in person,treat,56,0.270938482574192,0.0020945365600091737,0.266833156759435,0.27504380838894904,0.27504380838894904,45340
voted_in_person_2020,Voted in person,treat,57,0.2723705863962971,0.002322124710874615,0.26781915669446676,0.2769220160981274,0.2769220160981274,36997
voted_in_person_2020,Voted in person,treat,58,0.27020245903205836,0.002094731541563842,0.26609675084926043,0.2743081672148563,0.2743081672148563,45257
voted_in_person_2020,Voted in person,treat,59,0.2825679598306323,0.0023409177751901526,0.27797969638996656,0.2871562232712981,0.2871562232712981,37294
voted_in_person_2020,Voted in person,treat,60,0.2792442781929402,0.0021080239476331266,0.2751125175242362,0.28337603886164414,0.28337603886164414,45607
voted_in_person_2020,Voted in person,treat,61,0.27760708903364556,0.002322520224903838,0.27305488607950973,0.2821592919877814,0.2821592919877814,37492
voted_in_person_2020,Voted in person,treat,62,0.28162036887984887,0.002086563812146923,0.27753067330430814,0.2857100644553896,0.2857100644553896,46852
voted_in_person_2020,Voted in person,treat,63,0.27803705748995716,0.002287188743891351,0.27355410961062054,0.2825200053692938,0.2825200053692938,38670
voted_in_person_2020,Voted in person,treat,64,0.2852528193899025,0.0020741469029529297,0.28118746319284754,0.28931817558695744,0.28931817558695744,47787
voted_in_person_2020,Voted in person,treat,65,0.2907731435190921,0.002284012806007765,0.2862964248202136,0.2952498622179706,0.2952498622179706,39883
voted_in_person_2020,Voted in person,treat,66,0.2891229212774337,0.0020526378312830085,0.2850997261589935,0.29314611639587396,0.29314611639587396,49239
voted_in_person_2020,Voted in person,treat,67,0.2932967233601897,0.0022798265797931263,0.288828210919286,0.2977652358010934,0.2977652358010934,40226
voted_in_person_2020,Voted in person,treat,68,0.2957402713241772,0.0020515654206002772,0.2917191795507247,0.2997613630976297,0.2997613630976297,49950
voted_in_person_2020,Voted in person,treat,69,0.2986682577826384,0.0022550798496415248,0.294248253896871,0.3030882616684058,0.3030882616684058,41601
voted_in_person_2020,Voted in person,treat,70,0.3005189841580251,0.0027673400943485265,0.29509486028195253,0.30594310803409763,0.30594310803409763,27706
